803	11003	100	11004	100	11005	100
#JUMP RIGHT
804	11006	100
#JUMP LEFT
805	11007	100
#TURN RIGHT
806	11008	100
#TURN LEFT
807	11009	100
#RUNNING RIGHT
808	11010	20	11011	20	11012	20
#RUNNING LEFT
809	11013	20	11014	20	11015	20
#FALLING RIGHT
810	11016	100
#FALLING LEFT
811	11017	100
#sitting left
812	11018	100
#sitting right
813	11019	100

#FIRE MARIO
#IDLE RIGHT
900	12000	100
#IDLE LEFT
901	12003	100
#walk right
902	12000	100	12001	100	12002	100
#walk left
903	12003	100	12004	100	12005	100
#JUMP RIGHT
904	12006	100
#JUMP LEFT
905	12007	100
#TURN RIGHT
906	12008	100
#TURN LEFT
907	12009	100
#RUNNING RIGHT
908	12010	20	12011	20	12012	20
#RUNNING LEFT
909	12013	20	12014	20	12015	20
#FALLING RIGHT
910	12016	100
#FALLING LEFT
911	12017	100
#sitting left
912	12018	100
#sitting right
913	12019	100
#Throw bullet right
914	12020	50	12021	50
#throw bullet left
915	12022	50	12023	50
#Throw bullet Jump right
916	12024	50	12025	50	12026	50
#Throw bullet Jump left
917	12027	50	12028	50	12029	50
#kick right
918	12030	100
#kick left
919	12031	100

# ==== BRICK =========
601	20001	100
# ==== QUESTION MARK BRICK =========
602	40001	100	40001	50	40002	50	40003	50	40004	100
604	40010	100
#Weak Brick
603	40006	100	40007	100	40008	100	40009	100
#bbox
703	40005	100


# ==== GOOMBA  =========
# walk
701	30001	100	30002	100
# die
702	30003	100
#die 2
703	30004	100

# ==== KOOPAS  =========
#walk left
750	50001	100	50002	100
#walk right
751	50011	100	50012	100
#die
752	50031	100
#shell
753	50013	100
#shell move
754	50014	100	50015	100	50016	100	50031	100
#ground
999	60001	100

#fireBullet_right
1000	70001	40	70002	40	70003	40	70004	40
#fireBullet_left
1001	70005	40	70006	40	70007	40	70008	40
#fire bullet boom
1002	70009	30	70010	30	70011	30

#plant
1100	80001	100
1101	80002	100

#Mushroom
1200	90001	100
	
# id	ani1	ani2	ani3
#
[ANIMATION_SETS]
# MARIO BIG
1	400	401	402	403	500	501	502	503	599	404	405	505	506	605	606	607	608	609	610	611	612	613	614	615	616	710	711	712	713	714	715	716	717	718	719	720	721	800	801	802	803	804	805	806	807	808	809	810	811	812	813	900	901	902	903	904	905	906	907	908	909	910	911	912	913	914	915	916	917	918	919
# BRICK 
2	601
# QUESTION MARK BRICK 
22	602	604
# GOOMBA
3	701	702	703
#KOOPAS
4	750	751	752	753	754	
#fire bullet
5	1000	1001	1002
# Weak Brick
6	603
#Color box, ground, pipe
7	999
#Plant
8	1100	1101
#Mushroom
9	1200

[OBJECTS]
# type	x	y	ani_set_id	extra_settings per object type
# type: 0 = Mario , 1 = Brick, 2 = Goomba, 3 = Koopas, 4 = color box, 5 = Brick Question, 6 = pipe, 7 = plant
# MARIO
0	50	378	1
# GOOMBA
2	200	400	3
2	400	400	3

# BRICK  id	x	y	type	width  height
# --- platform (hint: I created the list using Excel!) ----
#ground
1	0	416	7	624	16
1	624	400	7	464	32
1	1152	416	7	352	16
1	1536	416	7	80	16
1	1664	416	7	564	16
1	2256	416	7	580	16
#pipe
6	352	368	7	32	48
6	1792	384	7	32	32
6	1856	368	7	32	48
6	2256	384	7	32	32
6	2256	112	7	32	192
6	2320	384	7	32	32
#plant
7	360	336	8
#cloud
1	1408	192	7	16	16
1	1424	192	7	16	16
1	1440	192	7	16	16
1	1456	192	7	16	16

1	1488	176	7	16	16
1	1504	176	7	16	16
1	1520	176	7	16	16
1	1536	176	7	16	16
1	1552	176	7	16	16
1	1568	176	7	16	16
1	1584	176	7	16	16
1	1600	176	7	16	16
1	1616	176	7	16	16
1	1632	176	7	16	16
1	1648	176	7	16	16
1	1664	176	7	16	16
1	1680	176	7	16	16

#weak Brick
1	1952	400	6	16	16
1	1968	400	6	16	16
1	1984	400	6	16	16
1	2000	400	6	16	16
1	2016	400	6	16	16
1	2032	400	6	16	16
1	2048	400	6	16	16

1	1968	384	6	16	16
1	1984	384	6	16	16
1	2000	384	6	16	16
1	2016	384	6	16	16
1	2032	384	6	16	16

1	1984	368	6	16	16
1	2000	368	6	16	16
1	2016	368	6	16	16
1	2032	368	6	16	16

1	2096	400	6	16	16
1	2096	384	6	16	16
1	2112	400	6	16	16

# brick question
5	176	352	22
5	192	352	22
5	224	304	22
5	240	304	22
5	656	384	22
5	704	352	22
5	1472	368	22
#brick wood
1	1504	336	7	16	16
1	1520	336	7	16	16
1	1568	400	7	16	16
1	1584	400	7	16	16
1	1600	400	7	16	16
1	1584	384	7	16	16
1	1600	384	7	16	16
1	1600	368	7	16	16
1	1664	368	7	16	16
1	1664	384	7	16	16
1	1680	384	7	16	16
1	1664	400	7	16	16
1	1680	400	7	16	16
1	1696	400	7	16	16

1	2256	368	7	16	16
1	2272	368	7	16	16

1	2256	304	7	16	16
1	2272	304	7	16	16
#color Box
#
4	32	368	7	48	48
#pink box
4	240	368	7	48	48
#blue box
4	272	336	7	48	80
#green box
4	400	368	7	80	48
#pink box next
4	464	336	7	64	80
#green box
4	512	384	7	96	32
#white box
4	512	304	7	64	112
#green box
4	1264	384	7	112	32
4	2176	272	7	48	144
#pink box
4	1296	352	7	112	64
4	1312	144	7	64	32
4	2144	368	7	48	48
#blue box
4	1328	320	7	112	96

# KOOPAS
3	512	358	4
# --- SCENE PORTAL ----
# type	l	t	ani_set_id	r	b	scene_id
50	300	98	0	316	150	2


